Date,Category,Category_id,Price,Weight,Indent,Parent,Parent_ID
15/09/2009,Household operations,8871,150.437,0.781,3,Household furnishings and operations,9339
15/09/2009,Housing,6803,216.77,43.421,1,All items,8106
15/09/2009,Infants’ and toddlers’ apparel,2101,116.35,0.183,2,Apparel,5516
15/09/2009,Information and information processing,8625,81.969,3.022,3,Communication,5970
15/09/2009,"Information technology, hardware and services",5358,9.467,0.614,4,Information and information processing,8625
15/09/2009,Lodging away from home,5762,134.342,2.478,3,Shelter,8742
15/09/2009,"Meats, poultry, fish, and eggs",8516,200.583,1.898,4,Food at home,4200
15/09/2009,Medical care,3411,378.555,6.39,1,All items,8106
15/09/2009,Medical care commodities,5635,308.016,1.625,2,Medical care,3411
15/09/2009,Medical care services,7803,400.18,4.765,2,Medical care,3411
15/09/2009,Men’s and boys’ apparel,2395,112.991,0.923,2,Apparel,5516
15/09/2009,Miscellaneous personal services,6567,344.77,1.074,3,Personal care,6986
15/09/2009,Motor fuel,3840,223.273,3.164,3,Private transportation,3815
15/09/2009,Motor vehicle maintenance and repair,9790,244.493,1.188,3,Private transportation,3815
15/09/2009,Motor vehicle parts and equipment,449,133.406,0.382,3,Private transportation,3815
15/09/2009,New and used motor vehicles,2973,93.605,6.931,3,Private transportation,3815
15/09/2009,New vehicles,4291,135.574,4.48,4,New and used motor vehicles,2973
15/09/2009,Nonalcoholic beverages and beverage materials,6387,162.981,0.982,4,Food at home,4200
15/09/2009,Nondurables,818,202.076,29.046,1,All items,8106
15/09/2009,Nondurables less food,6247,188.493,14.416,1,All items,8106
15/09/2009,Nondurables less food and apparel,5488,229.166,10.726,1,All items,8106
15/09/2009,Nondurables less food and beverages,7080,186.349,13.289,3,Commodities less food and beverages,3891
15/09/2009,"Nondurables less food, beverages, and apparel",1465,231.087,9.598,4,Nondurables less food and beverages,7080
15/09/2009,Other food at home,4196,190.598,2.022,4,Food at home,4200
15/09/2009,Other food away from home,1346,157.302,0.314,4,Food away from home,1345
15/09/2009,Other foods,9728,204.773,1.481,5,Fats and oils,3612
15/09/2009,Other goods and services,8488,374.442,3.386,1,All items,8106
15/09/2009,Other miscellaneous foods,5930,122.099,0.433,6,Other foods,9728
15/09/2009,Other services,6741,305.795,11.002,3,Services,9735
15/09/2009,Owners’ equivalent rent of primary residence,2972,256.911,24.433,3,Shelter,8742
15/09/2009,Personal care,6986,204.919,2.61,2,Other goods and services,8488
15/09/2009,Personal care products,1231,162.372,0.651,3,Personal care,6986
15/09/2009,Personal care services,1191,228.286,0.647,3,Personal care,6986
15/09/2009,Personal computers and peripheral equipment,980,77.997,0.214,5,"Information technology, hardware and services",5358
15/09/2009,Private transportation,3815,180.352,14.189,2,Transportation,6812
15/09/2009,Professional services,3965,321.405,2.702,3,Medical care services,7803
15/09/2009,Public transportation,4134,239.281,1.125,2,Transportation,6812
15/09/2009,Recreation,8575,114.585,5.741,1,All items,8106
15/09/2009,Rent of primary residence,4363,249.132,5.957,3,Shelter,8742
15/09/2009,Rent of shelter,8577,260.233,32.867,3,Services,9735
15/09/2009,Services,9735,259.617,60.444,1,All items,8106
15/09/2009,Services less energy services,1033,266.83,56.285,3,All items less food and energy,5306
15/09/2009,Services less medical care services,5145,248.397,55.679,1,All items,8106
15/09/2009,Services less rent of shelter,9058,278.77,27.577,1,All items,8106
15/09/2009,Shelter,8742,249.655,33.2,2,Housing,6803
15/09/2009,Sugar and sweets,7995,197,0.3,5,Other food at home,4196
15/09/2009,Telephone services,2405,102.968,2.408,4,Information and information processing,8625
15/09/2009,Tenants’ and household insurance,7981,122.17,0.333,3,Shelter,8742
15/09/2009,Tobacco and smoking products,949,771.089,0.776,2,Other goods and services,8488
15/09/2009,Transportation,6812,184.75,15.314,1,All items,8106
15/09/2009,Transportation services,6999,253.146,5.567,2,Services,9735
15/09/2009,"Tuition, other school fees, and childcare",2308,553.955,2.886,3,Education,314
15/09/2009,Used cars and trucks,2211,128.153,1.628,4,New and used motor vehicles,2973
15/09/2009,Video and audio,5618,100.824,1.822,2,Recreation,8575
15/09/2009,Water and sewer and trash collection services,3706,163.402,0.971,3,Fuels and utilities,5463
15/09/2009,Women’s and girls’ apparel,7374,109.688,1.541,2,Apparel,5516
15/10/2009,Alcoholic beverages,7635,222.394,1.127,3,Food,4934
15/10/2009,All items,8106,216.177,100,0,,
15/10/2009,All items less energy,4604,219.367,92.376,1,All items,8106
15/10/2009,All items less food,3531,216.253,85.371,1,All items,8106
15/10/2009,All items less food and energy,5306,220.453,77.746,2,All items less energy,4604
15/10/2009,All items less medical care,2047,208.32,93.61,1,All items,8106
15/10/2009,All items less shelter,7199,205.779,66.8,1,All items,8106
15/10/2009,Apparel,5516,120.505,3.691,1,All items,8106
15/10/2009,Cereals and bakery products,2948,251.814,1.15,4,Food at home,4200
15/10/2009,Commodities,704,172.529,39.556,1,All items,8106
15/10/2009,Commodities less food,5867,151.091,24.926,1,All items,8106
15/10/2009,Commodities less food and beverages,3891,148.472,23.799,2,Commodities,704
15/10/2009,Commodities less food and energy commodities,4935,143.24,21.461,3,All items less food and energy,5306
15/10/2009,Communication,5970,85.054,3.194,2,Education and communication,1868
15/10/2009,Dairy and related products,5341,195.36,0.91,4,Food at home,4200
15/10/2009,Durables,2665,110.882,10.51,3,Commodities less food and beverages,3891
15/10/2009,Education,314,193.313,3.107,2,Education and communication,1868
15/10/2009,Education and communication,1868,128.285,6.301,1,All items,8106
15/10/2009,Educational books and supplies,5985,491.662,0.221,3,Education,314
15/10/2009,Energy,7558,203.889,7.624,1,All items,8106
15/10/2009,Energy commodities,8995,229.49,3.465,4,Commodities less food and energy commodities,4935
15/10/2009,Fats and oils,3612,199.118,0.241,5,Other food at home,4196
15/10/2009,Food,4934,217.377,14.629,2,Food and beverages,9257
15/10/2009,Food and beverages,9257,217.83,15.757,1,All items,8106
15/10/2009,Food at home,4200,213.338,8.156,3,Food,4934
15/10/2009,Food away from home,1345,224.224,6.474,3,Food,4934
15/10/2009,Footwear,7182,127.894,0.688,2,Apparel,5516
15/10/2009,Fruits and vegetables,9499,268.276,1.194,4,Food at home,4200
15/10/2009,Fuel oil and other fuels,416,247.53,0.301,4,Household energy,396
15/10/2009,Fuels and utilities,5463,209.58,5.431,2,Housing,6803
15/10/2009,Gas piped and electricity,856,190.725,4.159,4,Household energy,396
15/10/2009,Gasoline all types,789,226.688,2.964,4,Motor fuel,3840
15/10/2009,Hospital and related services,2710,577.133,1.545,3,Medical care services,7803
15/10/2009,Household energy,396,185.931,4.46,3,Fuels and utilities,5463
15/10/2009,Household furnishings and operations,9339,127.79,4.79,2,Housing,6803
15/10/2009,Household operations,8871,150.184,0.781,3,Household furnishings and operations,9339
15/10/2009,Housing,6803,216.964,43.421,1,All items,8106
15/10/2009,Infants’ and toddlers’ apparel,2101,114.644,0.183,2,Apparel,5516
15/10/2009,Information and information processing,8625,81.978,3.022,3,Communication,5970
15/10/2009,"Information technology, hardware and services",5358,9.501,0.614,4,Information and information processing,8625
15/10/2009,Lodging away from home,5762,134.89,2.478,3,Shelter,8742
15/10/2009,"Meats, poultry, fish, and eggs",8516,200.128,1.898,4,Food at home,4200
15/10/2009,Medical care,3411,379.229,6.39,1,All items,8106
15/10/2009,Medical care commodities,5635,308.78,1.625,2,Medical care,3411
15/10/2009,Medical care services,7803,400.797,4.765,2,Medical care,3411
15/10/2009,Men’s and boys’ apparel,2395,112.329,0.923,2,Apparel,5516
15/10/2009,Miscellaneous personal services,6567,347.75,1.074,3,Personal care,6986
15/10/2009,Motor fuel,3840,226.932,3.164,3,Private transportation,3815
15/10/2009,Motor vehicle maintenance and repair,9790,245.393,1.188,3,Private transportation,3815
15/10/2009,Motor vehicle parts and equipment,449,133.65,0.382,3,Private transportation,3815
15/10/2009,New and used motor vehicles,2973,95.229,6.931,3,Private transportation,3815
15/10/2009,New vehicles,4291,137.777,4.48,4,New and used motor vehicles,2973
15/10/2009,Nonalcoholic beverages and beverage materials,6387,162.638,0.982,4,Food at home,4200
15/10/2009,Nondurables,818,201.442,29.046,1,All items,8106
15/10/2009,Nondurables less food,6247,187.11,14.416,1,All items,8106
15/10/2009,Nondurables less food and apparel,5488,227.347,10.726,1,All items,8106
15/10/2009,Nondurables less food and beverages,7080,184.873,13.289,3,Commodities less food and beverages,3891
15/10/2009,"Nondurables less food, beverages, and apparel",1465,228.965,9.598,4,Nondurables less food and beverages,7080
15/10/2009,Other food at home,4196,191.178,2.022,4,Food at home,4200
15/10/2009,Other food away from home,1346,157.056,0.314,4,Food away from home,1345
15/10/2009,Other foods,9728,205.645,1.481,5,Fats and oils,3612
15/10/2009,Other goods and services,8488,375.427,3.386,1,All items,8106
15/10/2009,Other miscellaneous foods,5930,122.112,0.433,6,Other foods,9728
15/10/2009,Other services,6741,305.965,11.002,3,Services,9735
15/10/2009,Owners’ equivalent rent of primary residence,2972,256.9,24.433,3,Shelter,8742
15/10/2009,Personal care,6986,205.394,2.61,2,Other goods and services,8488
15/10/2009,Personal care products,1231,162.257,0.651,3,Personal care,6986
15/10/2009,Personal care services,1191,228.465,0.647,3,Personal care,6986
15/10/2009,Personal computers and peripheral equipment,980,78.213,0.214,5,"Information technology, hardware and services",5358
15/10/2009,Private transportation,3815,182.877,14.189,2,Transportation,6812
15/10/2009,Professional services,3965,322.067,2.702,3,Medical care services,7803
15/10/2009,Public transportation,4134,241.437,1.125,2,Transportation,6812
15/10/2009,Recreation,8575,114.155,5.741,1,All items,8106
15/10/2009,Rent of primary residence,4363,248.868,5.957,3,Shelter,8742
15/10/2009,Rent of shelter,8577,260.293,32.867,3,Services,9735
15/10/2009,Services,9735,259.979,60.444,1,All items,8106
15/10/2009,Services less energy services,1033,267.058,56.285,3,All items less food and energy,5306
15/10/2009,Services less medical care services,5145,248.834,55.679,1,All items,8106
15/10/2009,Services less rent of shelter,9058,279.601,27.577,1,All items,8106
15/10/2009,Shelter,8742,249.678,33.2,2,Housing,6803
15/10/2009,Sugar and sweets,7995,197.535,0.3,5,Other food at home,4196
15/10/2009,Telephone services,2405,102.891,2.408,4,Information and information processing,8625
15/10/2009,Tenants’ and household insurance,7981,122.184,0.333,3,Shelter,8742
15/10/2009,Tobacco and smoking products,949,773.758,0.776,2,Other goods and services,8488
15/10/2009,Transportation,6812,187.276,15.314,1,All items,8106
15/10/2009,Transportation services,6999,254.265,5.567,2,Services,9735
15/10/2009,"Tuition, other school fees, and childcare",2308,555.733,2.886,3,Education,314
15/10/2009,Used cars and trucks,2211,132.456,1.628,4,New and used motor vehicles,2973
15/10/2009,Video and audio,5618,100.191,1.822,2,Recreation,8575
15/10/2009,Water and sewer and trash collection services,3706,164.675,0.971,3,Fuels and utilities,5463
15/10/2009,Women’s and girls’ apparel,7374,109.02,1.541,2,Apparel,5516
15/11/2009,Alcoholic beverages,7635,223.175,1.127,3,Food,4934
15/11/2009,All items,8106,216.33,100,0,,
15/11/2009,All items less energy,4604,219.45,92.376,1,All items,8106
15/11/2009,All items less food,3531,217.238,85.371,1,All items,8106
15/11/2009,All items less food and energy,5306,220.527,77.746,2,All items less energy,4604
15/11/2009,All items less medical care,2047,209.17,93.61,1,All items,8106
15/11/2009,All items less shelter,7199,207.221,66.8,1,All items,8106
15/11/2009,Apparel,5516,120.097,3.691,1,All items,8106
15/11/2009,Cereals and bakery products,2948,252.151,1.15,4,Food at home,4200
15/11/2009,Commodities,704,174.046,39.556,1,All items,8106
15/11/2009,Commodities less food,5867,153.08,24.926,1,All items,8106
15/11/2009,Commodities less food and beverages,3891,150.49,23.799,2,Commodities,704
15/11/2009,Commodities less food and energy commodities,4935,143.505,21.461,3,All items less food and energy,5306
15/11/2009,Communication,5970,84.771,3.194,2,Education and communication,1868
15/11/2009,Dairy and related products,5341,193.914,0.91,4,Food at home,4200
15/11/2009,Durables,2665,111.316,10.51,3,Commodities less food and beverages,3891
15/11/2009,Education,314,193.78,3.107,2,Education and communication,1868
15/11/2009,Education and communication,1868,128.226,6.301,1,All items,8106
15/11/2009,Educational books and supplies,5985,495.958,0.221,3,Education,314
15/11/2009,Energy,7558,212.326,7.624,1,All items,8106
15/11/2009,Energy commodities,8995,243.9,3.465,4,Commodities less food and energy commodities,4935
15/11/2009,Fats and oils,3612,198.43,0.241,5,Other food at home,4196
15/11/2009,Food,4934,217.511,14.629,2,Food and beverages,9257
15/11/2009,Food and beverages,9257,218.011,15.757,1,All items,8106
15/11/2009,Food at home,4200,213.257,8.156,3,Food,4934
15/11/2009,Food away from home,1345,224.633,6.474,3,Food,4934
15/11/2009,Footwear,7182,128.799,0.688,2,Apparel,5516
15/11/2009,Fruits and vegetables,9499,268.645,1.194,4,Food at home,4200
15/11/2009,Fuel oil and other fuels,416,265.477,0.301,4,Household energy,396
15/11/2009,Fuels and utilities,5463,212.681,5.431,2,Housing,6803
15/11/2009,Gas piped and electricity,856,193.374,4.159,4,Household energy,396
15/11/2009,Gasoline all types,789,241.196,2.964,4,Motor fuel,3840
15/11/2009,Hospital and related services,2710,581.557,1.545,3,Medical care services,7803
15/11/2009,Household energy,396,189.255,4.46,3,Fuels and utilities,5463
15/11/2009,Household furnishings and operations,9339,127.445,4.79,2,Housing,6803
15/11/2009,Household operations,8871,150.135,0.781,3,Household furnishings and operations,9339
15/11/2009,Housing,6803,216.918,43.421,1,All items,8106
15/11/2009,Infants’ and toddlers’ apparel,2101,114.155,0.183,2,Apparel,5516
15/11/2009,Information and information processing,8625,81.688,3.022,3,Communication,5970
15/11/2009,"Information technology, hardware and services",5358,9.467,0.614,4,Information and information processing,8625
15/11/2009,Lodging away from home,5762,132.806,2.478,3,Shelter,8742
15/11/2009,"Meats, poultry, fish, and eggs",8516,200.815,1.898,4,Food at home,4200
15/11/2009,Medical care,3411,380.284,6.39,1,All items,8106
15/11/2009,Medical care commodities,5635,308.873,1.625,2,Medical care,3411
15/11/2009,Medical care services,7803,402.252,4.765,2,Medical care,3411
15/11/2009,Men’s and boys’ apparel,2395,111.473,0.923,2,Apparel,5516
15/11/2009,Miscellaneous personal services,6567,349.831,1.074,3,Personal care,6986
15/11/2009,Motor fuel,3840,241.049,3.164,3,Private transportation,3815
15/11/2009,Motor vehicle maintenance and repair,9790,245.511,1.188,3,Private transportation,3815
15/11/2009,Motor vehicle parts and equipment,449,134.234,0.382,3,Private transportation,3815
15/11/2009,New and used motor vehicles,2973,96.038,6.931,3,Private transportation,3815
15/11/2009,New vehicles,4291,138.654,4.48,4,New and used motor vehicles,2973
15/11/2009,Nonalcoholic beverages and beverage materials,6387,162.133,0.982,4,Food at home,4200
15/11/2009,Nondurables,818,204.139,29.046,1,All items,8106
15/11/2009,Nondurables less food,6247,191.97,14.416,1,All items,8106
15/11/2009,Nondurables less food and apparel,5488,235.089,10.726,1,All items,8106
15/11/2009,Nondurables less food and beverages,7080,190.103,13.289,3,Commodities less food and beverages,3891
15/11/2009,"Nondurables less food, beverages, and apparel",1465,237.827,9.598,4,Nondurables less food and beverages,7080
15/11/2009,Other food at home,4196,190.887,2.022,4,Food at home,4200
15/11/2009,Other food away from home,1346,157.027,0.314,4,Food away from home,1345
15/11/2009,Other foods,9728,205.047,1.481,5,Fats and oils,3612
15/11/2009,Other goods and services,8488,377.051,3.386,1,All items,8106
15/11/2009,Other miscellaneous foods,5930,121.263,0.433,6,Other foods,9728
15/11/2009,Other services,6741,306.142,11.002,3,Services,9735
15/11/2009,Owners’ equivalent rent of primary residence,2972,256.582,24.433,3,Shelter,8742
15/11/2009,Personal care,6986,205.839,2.61,2,Other goods and services,8488
15/11/2009,Personal care products,1231,161.753,0.651,3,Personal care,6986
15/11/2009,Personal care services,1191,228.358,0.647,3,Personal care,6986
15/11/2009,Personal computers and peripheral equipment,980,78.077,0.214,5,"Information technology, hardware and services",5358
15/11/2009,Private transportation,3815,187.044,14.189,2,Transportation,6812
15/11/2009,Professional services,3965,322.625,2.702,3,Medical care services,7803
15/11/2009,Public transportation,4134,247.709,1.125,2,Transportation,6812
15/11/2009,Recreation,8575,113.937,5.741,1,All items,8106
15/11/2009,Rent of primary residence,4363,248.682,5.957,3,Shelter,8742
15/11/2009,Rent of shelter,8577,259.821,32.867,3,Services,9735
15/11/2009,Services,9735,260.154,60.444,1,All items,8106
15/11/2009,Services less energy services,1033,266.992,56.285,3,All items less food and energy,5306
15/11/2009,Services less medical care services,5145,249.009,55.679,1,All items,8106
15/11/2009,Services less rent of shelter,9058,280.784,27.577,1,All items,8106
15/11/2009,Shelter,8742,249.122,33.2,2,Housing,6803
15/11/2009,Sugar and sweets,7995,198.855,0.3,5,Other food at home,4196
15/11/2009,Telephone services,2405,102.528,2.408,4,Information and information processing,8625
15/11/2009,Tenants’ and household insurance,7981,122.243,0.333,3,Shelter,8742
15/11/2009,Tobacco and smoking products,949,781.538,0.776,2,Other goods and services,8488
15/11/2009,Transportation,6812,191.582,15.314,1,All items,8106
15/11/2009,Transportation services,6999,255.797,5.567,2,Services,9735
15/11/2009,"Tuition, other school fees, and childcare",2308,556.799,2.886,3,Education,314
15/11/2009,Used cars and trucks,2211,135.093,1.628,4,New and used motor vehicles,2973
15/11/2009,Video and audio,5618,100.491,1.822,2,Recreation,8575
15/11/2009,Water and sewer and trash collection services,3706,164.99,0.971,3,Fuels and utilities,5463
15/11/2009,Women’s and girls’ apparel,7374,108.138,1.541,2,Apparel,5516
15/12/2009,Alcoholic beverages,7635,223.283,1.127,3,Food,4934
15/12/2009,All items,8106,215.949,100,0,,
15/12/2009,All items less energy,4604,219.722,92.376,1,All items,8106
15/12/2009,All items less food,3531,217.509,85.371,1,All items,8106
15/12/2009,All items less food and energy,5306,220.774,77.746,2,All items less energy,4604
15/12/2009,All items less medical care,2047,209.452,93.61,1,All items,8106
15/12/2009,All items less shelter,7199,207.6,66.8,1,All items,8106
15/12/2009,Apparel,5516,120.524,3.691,1,All items,8106
15/12/2009,Cereals and bakery products,2948,253.59,1.15,4,Food at home,4200
15/12/2009,Commodities,704,174.4,39.556,1,All items,8106
15/12/2009,Commodities less food,5867,153.403,24.926,1,All items,8106
15/12/2009,Commodities less food and beverages,3891,150.818,23.799,2,Commodities,704
15/12/2009,Commodities less food and energy commodities,4935,143.737,21.461,3,All items less food and energy,5306
15/12/2009,Communication,5970,84.818,3.194,2,Education and communication,1868
15/12/2009,Dairy and related products,5341,194.792,0.91,4,Food at home,4200
15/12/2009,Durables,2665,111.631,10.51,3,Commodities less food and beverages,3891
15/12/2009,Education,314,194.536,3.107,2,Education and communication,1868
15/12/2009,Education and communication,1868,128.513,6.301,1,All items,8106
15/12/2009,Educational books and supplies,5985,497.406,0.221,3,Education,314
15/12/2009,Energy,7558,212.819,7.624,1,All items,8106
15/12/2009,Energy commodities,8995,245.156,3.465,4,Commodities less food and energy commodities,4935
15/12/2009,Fats and oils,3612,200.387,0.241,5,Other food at home,4196
15/12/2009,Food,4934,217.921,14.629,2,Food and beverages,9257
15/12/2009,Food and beverages,9257,218.399,15.757,1,All items,8106
15/12/2009,Food at home,4200,213.869,8.156,3,Food,4934
15/12/2009,Food away from home,1345,224.789,6.474,3,Food,4934
15/12/2009,Footwear,7182,128.948,0.688,2,Apparel,5516
15/12/2009,Fruits and vegetables,9499,269.445,1.194,4,Food at home,4200
15/12/2009,Fuel oil and other fuels,416,269.859,0.301,4,Household energy,396
15/12/2009,Fuels and utilities,5463,212.768,5.431,2,Housing,6803
15/12/2009,Gas piped and electricity,856,193.089,4.159,4,Household energy,396
15/12/2009,Gasoline all types,789,241.693,2.964,4,Motor fuel,3840
15/12/2009,Hospital and related services,2710,584.47,1.545,3,Medical care services,7803
15/12/2009,Household energy,396,189.22,4.46,3,Fuels and utilities,5463
15/12/2009,Household furnishings and operations,9339,127.49,4.79,2,Housing,6803
15/12/2009,Household operations,8871,150.172,0.781,3,Household furnishings and operations,9339
15/12/2009,Housing,6803,216.991,43.421,1,All items,8106
15/12/2009,Infants’ and toddlers’ apparel,2101,113.603,0.183,2,Apparel,5516
15/12/2009,Information and information processing,8625,81.728,3.022,3,Communication,5970
15/12/2009,"Information technology, hardware and services",5358,9.423,0.614,4,Information and information processing,8625
15/12/2009,Lodging away from home,5762,133.421,2.478,3,Shelter,8742
15/12/2009,"Meats, poultry, fish, and eggs",8516,200.845,1.898,4,Food at home,4200
15/12/2009,Medical care,3411,380.726,6.39,1,All items,8106
15/12/2009,Medical care commodities,5635,308.691,1.625,2,Medical care,3411
15/12/2009,Medical care services,7803,402.959,4.765,2,Medical care,3411
15/12/2009,Men’s and boys’ apparel,2395,111.343,0.923,2,Apparel,5516
15/12/2009,Miscellaneous personal services,6567,350.097,1.074,3,Personal care,6986
15/12/2009,Motor fuel,3840,242.124,3.164,3,Private transportation,3815
15/12/2009,Motor vehicle maintenance and repair,9790,245.417,1.188,3,Private transportation,3815
15/12/2009,Motor vehicle parts and equipment,449,134.781,0.382,3,Private transportation,3815
15/12/2009,New and used motor vehicles,2973,96.339,6.931,3,Private transportation,3815
15/12/2009,New vehicles,4291,138.288,4.48,4,New and used motor vehicles,2973
15/12/2009,Nonalcoholic beverages and beverage materials,6387,162.492,0.982,4,Food at home,4200
15/12/2009,Nondurables,818,204.512,29.046,1,All items,8106
15/12/2009,Nondurables less food,6247,191.841,14.416,1,All items,8106
15/12/2009,Nondurables less food and apparel,5488,234.996,10.726,1,All items,8106
15/12/2009,Nondurables less food and beverages,7080,189.831,13.289,3,Commodities less food and beverages,3891
15/12/2009,"Nondurables less food, beverages, and apparel",1465,237.433,9.598,4,Nondurables less food and beverages,7080
15/12/2009,Other food at home,4196,191.514,2.022,4,Food at home,4200
15/12/2009,Other food away from home,1346,156.99,0.314,4,Food away from home,1345
15/12/2009,Other foods,9728,205.494,1.481,5,Fats and oils,3612
15/12/2009,Other goods and services,8488,377.645,3.386,1,All items,8106
15/12/2009,Other miscellaneous foods,5930,122.422,0.433,6,Other foods,9728
15/12/2009,Other services,6741,306.447,11.002,3,Services,9735
15/12/2009,Owners’ equivalent rent of primary residence,2972,256.535,24.433,3,Shelter,8742
15/12/2009,Personal care,6986,206.06,2.61,2,Other goods and services,8488
15/12/2009,Personal care products,1231,162.275,0.651,3,Personal care,6986
15/12/2009,Personal care services,1191,228.343,0.647,3,Personal care,6986
15/12/2009,Personal computers and peripheral equipment,980,77.96,0.214,5,"Information technology, hardware and services",5358
15/12/2009,Private transportation,3815,187.697,14.189,2,Transportation,6812
15/12/2009,Professional services,3965,323.022,2.702,3,Medical care services,7803
15/12/2009,Public transportation,4134,251.194,1.125,2,Transportation,6812
15/12/2009,Recreation,8575,113.536,5.741,1,All items,8106
15/12/2009,Rent of primary residence,4363,248.646,5.957,3,Shelter,8742
15/12/2009,Rent of shelter,8577,260.009,32.867,3,Services,9735
15/12/2009,Services,9735,260.354,60.444,1,All items,8106
15/12/2009,Services less energy services,1033,267.24,56.285,3,All items less food and energy,5306
15/12/2009,Services less medical care services,5145,249.344,55.679,1,All items,8106
15/12/2009,Services less rent of shelter,9058,281.453,27.577,1,All items,8106
15/12/2009,Shelter,8742,249.202,33.2,2,Housing,6803
15/12/2009,Sugar and sweets,7995,199.588,0.3,5,Other food at home,4196
15/12/2009,Telephone services,2405,102.707,2.408,4,Information and information processing,8625
15/12/2009,Tenants’ and household insurance,7981,123.812,0.333,3,Shelter,8742
15/12/2009,Tobacco and smoking products,949,783.794,0.776,2,Other goods and services,8488
15/12/2009,Transportation,6812,192.384,15.314,1,All items,8106
15/12/2009,Transportation services,6999,256.652,5.567,2,Services,9735
15/12/2009,"Tuition, other school fees, and childcare",2308,559.016,2.886,3,Education,314
15/12/2009,Used cars and trucks,2211,138.485,1.628,4,New and used motor vehicles,2973
15/12/2009,Video and audio,5618,100.423,1.822,2,Recreation,8575
15/12/2009,Water and sewer and trash collection services,3706,165.478,0.971,3,Fuels and utilities,5463
15/12/2009,Women’s and girls’ apparel,7374,109.087,1.541,2,Apparel,5516
15/01/2010,Alcoholic beverages,7635,222.488,1.056,3,Food,4934
15/01/2010,All items,8106,216.687,100,0,,
15/01/2010,All items less energy,4604,219.524,91.447,1,All items,8106
15/01/2010,All items less food,3531,217.489,86.262,1,All items,8106
15/01/2010,All items less food and energy,5306,220.463,77.708,2,All items less energy,4604
15/01/2010,All items less medical care,2047,209.424,93.487,1,All items,8106
15/01/2010,All items less shelter,7199,208.128,67.711,1,All items,8106
15/01/2010,Apparel,5516,120.613,3.695,1,All items,8106
15/01/2010,Cereals and bakery products,2948,251.452,1.108,4,Food at home,4200
15/01/2010,Commodities,704,175.196,39.816,1,All items,8106
15/01/2010,Commodities less food,5867,154.302,26.078,1,All items,8106
15/01/2010,Commodities less food and beverages,3891,151.759,25.021,2,Commodities,704
15/01/2010,Commodities less food and energy commodities,4935,143.863,21.276,3,All items less food and energy,5306
15/01/2010,Communication,5970,84.974,3.399,2,Education and communication,1868
15/01/2010,Dairy and related products,5341,198.949,0.82,4,Food at home,4200
15/01/2010,Durables,2665,111.565,9.978,3,Commodities less food and beverages,3891
15/01/2010,Education,314,195.209,3.035,2,Education and communication,1868
15/01/2010,Education and communication,1868,128.872,6.434,1,All items,8106
15/01/2010,Educational books and supplies,5985,498.88,0.2,3,Education,314
15/01/2010,Energy,7558,215.536,8.553,1,All items,8106
15/01/2010,Energy commodities,8995,251.449,4.801,4,Commodities less food and energy commodities,4935
15/01/2010,Fats and oils,3612,199.46,0.232,5,Other food at home,4196
15/01/2010,Food,4934,218.339,13.738,2,Food and beverages,9257
15/01/2010,Food and beverages,9257,218.731,14.795,1,All items,8106
15/01/2010,Food at home,4200,214.479,7.801,3,Food,4934
15/01/2010,Food away from home,1345,224.916,5.937,3,Food,4934
15/01/2010,Footwear,7182,129.343,0.721,2,Apparel,5516
15/01/2010,Fruits and vegetables,9499,272.854,1.153,4,Food at home,4200
15/01/2010,Fuel oil and other fuels,416,280.85,0.276,4,Household energy,396
15/01/2010,Fuels and utilities,5463,212.757,5.081,2,Housing,6803
15/01/2010,Gas piped and electricity,856,192.25,3.752,4,Household energy,396
15/01/2010,Gasoline all types,789,247.897,4.337,4,Motor fuel,3840
15/01/2010,Hospital and related services,2710,587.561,1.619,3,Medical care services,7803
15/01/2010,Household energy,396,188.982,4.028,3,Fuels and utilities,5463
15/01/2010,Household furnishings and operations,9339,127.392,4.59,2,Housing,6803
15/01/2010,Household operations,8871,149.51,0.781,3,Household furnishings and operations,9339
15/01/2010,Housing,6803,216.185,41.96,1,All items,8106
15/01/2010,Infants’ and toddlers’ apparel,2101,114.757,0.196,2,Apparel,5516
15/01/2010,Information and information processing,8625,81.817,3.225,3,Communication,5970
15/01/2010,"Information technology, hardware and services",5358,9.457,0.833,4,Information and information processing,8625
15/01/2010,Lodging away from home,5762,129.698,0.769,3,Shelter,8742
15/01/2010,"Meats, poultry, fish, and eggs",8516,201.682,1.745,4,Food at home,4200
15/01/2010,Medical care,3411,382.737,6.513,1,All items,8106
15/01/2010,Medical care commodities,5635,310.494,1.611,2,Medical care,3411
15/01/2010,Medical care services,7803,405.006,4.902,2,Medical care,3411
15/01/2010,Men’s and boys’ apparel,2395,112.296,0.903,2,Apparel,5516
15/01/2010,Miscellaneous personal services,6567,350.113,1.048,3,Personal care,6986
15/01/2010,Motor fuel,3840,248.088,4.525,3,Private transportation,3815
15/01/2010,Motor vehicle maintenance and repair,9790,245.567,1.167,3,Private transportation,3815
15/01/2010,Motor vehicle parts and equipment,449,135.277,0.401,3,Private transportation,3815
15/01/2010,New and used motor vehicles,2973,96.422,6.386,3,Private transportation,3815
15/01/2010,New vehicles,4291,137.47,3.573,4,New and used motor vehicles,2973
15/01/2010,Nonalcoholic beverages and beverage materials,6387,162.499,0.952,4,Food at home,4200
15/01/2010,Nondurables,818,206.144,29.838,1,All items,8106
